 Keyword	Units	Type	Component	Legend Label
v_mod4	-	v_mod4	VS Commands	Audio control, wind speed, freq	v_mod4
Xcg_SM	m	Global X coordinate	Chassis motion	X coordinate, CG, sprung mass 1	CG, sprung mass 1
Xcg_SM_2	m	Global X coordinate	Chassis motion	X coordinate, CG, sprung mass 2	CG, sprung mass 2
Xcg_TM	m	Global X coordinate	Chassis motion	X coordinate, inst. CG, unit 1	Instant CG, unit 1
Xcg_TM_2	m	Global X coordinate	Chassis motion	X coordinate, inst. CG, unit 2	Instant CG, unit 2
Xctc_L1i	m	Global X coordinate	Tires	X coordinate, tire CTC L1i	Center of tire contact L1i
Xctc_L1o	m	Global X coordinate	Tires	X coordinate, tire CTC L1o	Center of tire contact L1o
Xctc_L2i	m	Global X coordinate	Tires	X coordinate, tire CTC L2i	Center of tire contact L2i
Xctc_L2o	m	Global X coordinate	Tires	X coordinate, tire CTC L2o	Center of tire contact L2o
Xctc_L3i	m	Global X coordinate	Tires	X coordinate, tire CTC L3i	Center of tire contact L3i
Xctc_L3o	m	Global X coordinate	Tires	X coordinate, tire CTC L3o	Center of tire contact L3o
Xctc_L4i	m	Global X coordinate	Tires	X coordinate, tire CTC L4i	Center of tire contact L4i
Xctc_L4o	m	Global X coordinate	Tires	X coordinate, tire CTC L4o	Center of tire contact L4o
Xctc_R1i	m	Global X coordinate	Tires	X coordinate, tire CTC R1i	Center of tire contact R1i
Xctc_R1o	m	Global X coordinate	Tires	X coordinate, tire CTC R1o	Center of tire contact R1o
Xctc_R2i	m	Global X coordinate	Tires	X coordinate, tire CTC R2i	Center of tire contact R2i
Xctc_R2o	m	Global X coordinate	Tires	X coordinate, tire CTC R2o	Center of tire contact R2o
Xctc_R3i	m	Global X coordinate	Tires	X coordinate, tire CTC R3i	Center of tire contact R3i
Xctc_R3o	m	Global X coordinate	Tires	X coordinate, tire CTC R3o	Center of tire contact R3o
Xctc_R4i	m	Global X coordinate	Tires	X coordinate, tire CTC R4i	Center of tire contact R4i
Xctc_R4o	m	Global X coordinate	Tires	X coordinate, tire CTC R4o	Center of tire contact R4o
Xo	m	Global X coordinate	Chassis motion	X coordinate, unit 1 origin	Unit 1
Xo_2	m	Global X coordinate	Chassis motion	X coordinate, unit 2 origin	Unit 2
Xrd_Air	m	Global X coordinate	Aerodynamics	X coord. of road aero ref. 1	Road reference frame 1
Xrd_Air2	m	Global X coordinate	Aerodynamics	X coord. of road aero ref. 2	Road reference frame 2
X_A1	m	Global X coordinate	Axles	X coordinate, axle 1	Axle 1
X_A2	m	Global X coordinate	Axles	X coordinate, axle 2	Axle 2
X_A3	m	Global X coordinate	Axles	X coordinate, axle 3	Axle 3
X_A4	m	Global X coordinate	Axles	X coordinate, axle 4	Axle 4
X_camF	m	Global X coordinate	Camera	X coord. of camera front point	Camera front point X
X_camR	m	Global X coordinate	Camera	X coord. of camera rear point	Camera rear point X
X_Design	m	Global X coordinate	Driver model path	X coordinate of reference path	Driver reference path
X_DM_1	m	Global X coordinate	Driver model preview	X coordinate of preview point 1	Driver model preview point 1
X_DM_10	m	Global X coordinate	Driver model preview	X coordinate of preview point 10	Driver model preview point 10
X_DM_2	m	Global X coordinate	Driver model preview	X coordinate of preview point 2	Driver model preview point 2
X_DM_3	m	Global X coordinate	Driver model preview	X coordinate of preview point 3	Driver model preview point 3
X_DM_4	m	Global X coordinate	Driver model preview	X coordinate of preview point 4	Driver model preview point 4
X_DM_5	m	Global X coordinate	Driver model preview	X coordinate of preview point 5	Driver model preview point 5
X_DM_6	m	Global X coordinate	Driver model preview	X coordinate of preview point 6	Driver model preview point 6
X_DM_7	m	Global X coordinate	Driver model preview	X coordinate of preview point 7	Driver model preview point 7
X_DM_8	m	Global X coordinate	Driver model preview	X coordinate of preview point 8	Driver model preview point 8
X_DM_9	m	Global X coordinate	Driver model preview	X coordinate of preview point 9	Driver model preview point 9
X_L1	m	Global X coordinate	Wheels	X coordinate, wheel center L1	Wheel center L1
X_L2	m	Global X coordinate	Wheels	X coordinate, wheel center L2	Wheel center L2
X_L3	m	Global X coordinate	Wheels	X coordinate, wheel center L3	Wheel center L3
X_L4	m	Global X coordinate	Wheels	X coordinate, wheel center L4	Wheel center L4
X_Obj_1	m	X coordinate	Targets	X coordinate of moving object 1	Moving object 1
X_Obj_10	m	X coordinate	Targets	X coordinate of moving object 10	Moving object 10
X_Obj_2	m	X coordinate	Targets	X coordinate of moving object 2	Moving object 2
X_Obj_3	m	X coordinate	Targets	X coordinate of moving object 3	Moving object 3
X_Obj_4	m	X coordinate	Targets	X coordinate of moving object 4	Moving object 4
X_Obj_5	m	X coordinate	Targets	X coordinate of moving object 5	Moving object 5
X_Obj_6	m	X coordinate	Targets	X coordinate of moving object 6	Moving object 6
X_Obj_7	m	X coordinate	Targets	X coordinate of moving object 7	Moving object 7
X_Obj_8	m	X coordinate	Targets	X coordinate of moving object 8	Moving object 8
X_Obj_9	m	X coordinate	Targets	X coordinate of moving object 9	Moving object 9
X_R1	m	Global X coordinate	Wheels	X coordinate, wheel center R1	Wheel center R1
X_R2	m	Global X coordinate	Wheels	X coordinate, wheel center R2	Wheel center R2
X_R3	m	Global X coordinate	Wheels	X coordinate, wheel center R3	Wheel center R3
X_R4	m	Global X coordinate	Wheels	X coordinate, wheel center R4	Wheel center R4
X_Target	m	Global X coordinate	Driver model path	X coordinate of target path	Target
Yaw	deg	Angle	Chassis motion	Yaw, unit 1	Unit 1 yaw
YawO_1	deg	Yaw angle	Targets	Yaw angle of moving object 1	Moving object 1
YawO_10	deg	Yaw angle	Targets	Yaw angle of moving object 10	Moving object 10
YawO_2	deg	Yaw angle	Targets	Yaw angle of moving object 2	Moving object 2
YawO_3	deg	Yaw angle	Targets	Yaw angle of moving object 3	Moving object 3
YawO_4	deg	Yaw angle	Targets	Yaw angle of moving object 4	Moving object 4
YawO_5	deg	Yaw angle	Targets	Yaw angle of moving object 5	Moving object 5
YawO_6	deg	Yaw angle	Targets	Yaw angle of moving object 6	Moving object 6
YawO_7	deg	Yaw angle	Targets	Yaw angle of moving object 7	Moving object 7
YawO_8	deg	Yaw angle	Targets	Yaw angle of moving object 8	Moving object 8
YawO_9	deg	Yaw angle	Targets	Yaw angle of moving object 9	Moving object 9
Yaw_2	deg	Angle	Chassis motion	Yaw, unit 2	Unit 2 yaw
Yaw_CamF	deg	Angle	Camera	Yaw (road) at camera front point	Camera front point yaw
Yaw_CamR	deg	Angle	Camera	Yaw (road) at camera rear point	Camera rear point yaw
Yaw_L1	deg	Angle	Wheels	Yaw, wheel L1	Yaw, wheel L1
Yaw_L2	deg	Angle	Wheels	Yaw, wheel L2	Yaw, wheel L2
Yaw_L3	deg	Angle	Wheels	Yaw, wheel L3	Yaw, wheel L3
Yaw_L4	deg	Angle	Wheels	Yaw, wheel L4	Yaw, wheel L4
Yaw_R1	deg	Angle	Wheels	Yaw, wheel R1	Yaw, wheel R1
Yaw_R2	deg	Angle	Wheels	Yaw, wheel R2	Yaw, wheel R2
Yaw_R3	deg	Angle	Wheels	Yaw, wheel R3	Yaw, wheel R3
Yaw_R4	deg	Angle	Wheels	Yaw, wheel R4	Yaw, wheel R4
Yaw_Wind	deg	Angle	Aerodynamics	Global wind heading (yaw)	Wind heading
Ycg_SM	m	Global Y coordinate	Chassis motion	Y coordinate, CG, sprung mass 1	CG, sprung mass 1
Ycg_SM_2	m	Global Y coordinate	Chassis motion	Y coordinate, CG, sprung mass 2	CG, sprung mass 2
Ycg_TM	m	Global Y coordinate	Chassis motion	Y coordinate, inst. CG, unit 1	Instant CG, unit 1
Ycg_TM_2	m	Global Y coordinate	Chassis motion	Y coordinate, inst. CG, unit 2	Instant CG, unit 2
Yctc_L1i	m	Global Y coordinate	Tires	Y coordinate, tire CTC L1i	Center of tire contact L1i
Yctc_L1o	m	Global Y coordinate	Tires	Y coordinate, tire CTC L1o	Center of tire contact L1o
Yctc_L2i	m	Global Y coordinate	Tires	Y coordinate, tire CTC L2i	Center of tire contact L2i
Yctc_L2o	m	Global Y coordinate	Tires	Y coordinate, tire CTC L2o	Center of tire contact L2o
Yctc_L3i	m	Global Y coordinate	Tires	Y coordinate, tire CTC L3i	Center of tire contact L3i
Yctc_L3o	m	Global Y coordinate	Tires	Y coordinate, tire CTC L3o	Center of tire contact L3o
Yctc_L4i	m	Global Y coordinate	Tires	Y coordinate, tire CTC L4i	Center of tire contact L4i
Yctc_L4o	m	Global Y coordinate	Tires	Y coordinate, tire CTC L4o	Center of tire contact L4o
Yctc_R1i	m	Global Y coordinate	Tires	Y coordinate, tire CTC R1i	Center of tire contact R1i
Yctc_R1o	m	Global Y coordinate	Tires	Y coordinate, tire CTC R1o	Center of tire contact R1o
Yctc_R2i	m	Global Y coordinate	Tires	Y coordinate, tire CTC R2i	Center of tire contact R2i
Yctc_R2o	m	Global Y coordinate	Tires	Y coordinate, tire CTC R2o	Center of tire contact R2o
Yctc_R3i	m	Global Y coordinate	Tires	Y coordinate, tire CTC R3i	Center of tire contact R3i
Yctc_R3o	m	Global Y coordinate	Tires	Y coordinate, tire CTC R3o	Center of tire contact R3o
Yctc_R4i	m	Global Y coordinate	Tires	Y coordinate, tire CTC R4i	Center of tire contact R4i
Yctc_R4o	m	Global Y coordinate	Tires	Y coordinate, tire CTC R4o	Center of tire contact R4o
YlcgTM	mm	Local Y coordinate	Chassis motion	Local Y, inst. CG, unit 1	Instant CG, unit 1
YlcgTM_2	mm	Local Y coordinate	Chassis motion	Local Y, inst. CG, unit 2	Instant CG, unit 2
Yo	m	Global Y coordinate	Chassis motion	Y coordinate, unit 1 origin	Unit 1
Yo_2	m	Global Y coordinate	Chassis motion	Y coordinate, unit 2 origin	Unit 2
Yrd_Air	m	Global Y coordinate	Aerodynamics	Y coord. of road aero ref. 1	Road reference frame 1
Yrd_Air2	m	Global Y coordinate	Aerodynamics	Y coord. of road aero ref. 2	Road reference frame 2
Y_A1	m	Global Y coordinate	Axles	Y coordinate, axle 1	Axle 1
Y_A2	m	Global Y coordinate	Axles	Y coordinate, axle 2	Axle 2
Y_A3	m	Global Y coordinate	Axles	Y coordinate, axle 3	Axle 3
Y_A4	m	Global Y coordinate	Axles	Y coordinate, axle 4	Axle 4
Y_camF	m	Global Y coordinate	Camera	Y coord. of camera front point	Camera front point Y
Y_camR	m	Global Y coordinate	Camera	Y coord. of camera rear point	Camera rear point Y
Y_Design	m	Global Y coordinate	Driver model path	Y coordinate of reference path	Driver reference path
Y_DM_1	m	Global Y coordinate	Driver model preview	Y coordinate of preview point 1	Driver model preview point 1
Y_DM_10	m	Global Y coordinate	Driver model preview	Y coordinate of preview point 10	Driver model preview point 10
Y_DM_2	m	Global Y coordinate	Driver model preview	Y coordinate of preview point 2	Driver model preview point 2
Y_DM_3	m	Global Y coordinate	Driver model preview	Y coordinate of preview point 3	Driver model preview point 3
Y_DM_4	m	Global Y coordinate	Driver model preview	Y coordinate of preview point 4	Driver model preview point 4
Y_DM_5	m	Global Y coordinate	Driver model preview	Y coordinate of preview point 5	Driver model preview point 5
Y_DM_6	m	Global Y coordinate	Driver model preview	Y coordinate of preview point 6	Driver model preview point 6
Y_DM_7	m	Global Y coordinate	Driver model preview	Y coordinate of preview point 7	Driver model preview point 7
Y_DM_8	m	Global Y coordinate	Driver model preview	Y coordinate of preview point 8	Driver model preview point 8
Y_DM_9	m	Global Y coordinate	Driver model preview	Y coordinate of preview point 9	Driver model preview point 9
Y_L1	m	Global Y coordinate	Wheels	Y coordinate, wheel center L1	Wheel center L1
Y_L2	m	Global Y coordinate	Wheels	Y coordinate, wheel center L2	Wheel center L2
Y_L3	m	Global Y coordinate	Wheels	Y coordinate, wheel center L3	Wheel center L3
Y_L4	m	Global Y coordinate	Wheels	Y coordinate, wheel center L4	Wheel center L4
Y_Obj_1	m	Y coordinate	Targets	Y coordinate of moving object 1	Moving object 1
Y_Obj_10	m	Y coordinate	Targets	Y coordinate of moving object 10	Moving object 10
Y_Obj_2	m	Y coordinate	Targets	Y coordinate of moving object 2	Moving object 2
Y_Obj_3	m	Y coordinate	Targets	Y coordinate of moving object 3	Moving object 3
Y_Obj_4	m	Y coordinate	Targets	Y coordinate of moving object 4	Moving object 4
Y_Obj_5	m	Y coordinate	Targets	Y coordinate of moving object 5	Moving object 5
Y_Obj_6	m	Y coordinate	Targets	Y coordinate of moving object 6	Moving object 6
Y_Obj_7	m	Y coordinate	Targets	Y coordinate of moving object 7	Moving object 7
Y_Obj_8	m	Y coordinate	Targets	Y coordinate of moving object 8	Moving object 8
Y_Obj_9	m	Y coordinate	Targets	Y coordinate of moving object 9	Moving object 9
Y_R1	m	Global Y coordinate	Wheels	Y coordinate, wheel center R1	Wheel center R1
Y_R2	m	Global Y coordinate	Wheels	Y coordinate, wheel center R2	Wheel center R2
Y_R3	m	Global Y coordinate	Wheels	Y coordinate, wheel center R3	Wheel center R3
Y_R4	m	Global Y coordinate	Wheels	Y coordinate, wheel center R4	Wheel center R4
Y_Rack1	mm	Displacement	Steering	Steering rack disp., axle 1	Axle 1 steering
Y_Rack2	mm	Displacement	Steering	Steering rack disp., axle 2	Axle 2 steering
Y_Rack3	mm	Displacement	Steering	Steering rack disp., axle 3	Axle 3 steering
Y_Rack4	mm	Displacement	Steering	Steering rack disp., axle 4	Axle 4 steering
Y_Target	m	Global Y coordinate	Driver model path	Y coordinate of target path	Target
Zcg_SM	m	Global Z coordinate	Chassis motion	Z coordinate, CG, sprung mass 1	CG, sprung mass 1
Zcg_SM_2	m	Global Z coordinate	Chassis motion	Z coordinate, CG, sprung mass 2	CG, sprung mass 2
Zcg_TM	m	Global Z coordinate	Chassis motion	Z coordinate, inst. CG, unit 1	Instant CG, unit 1
Zcg_TM_2	m	Global Z coordinate	Chassis motion	Z coordinate, inst. CG, unit 2	Instant CG, unit 2
Zgnd_L1i	m	Global Z coordinate	Ground and road	Ground Z coord under tire L1i	Ground under tire L1i
Zgnd_L1o	m	Global Z coordinate	Ground and road	Ground Z coord under tire L1o	Ground under tire L1o
Zgnd_L2i	m	Global Z coordinate	Ground and road	Ground Z coord under tire L2i	Ground under tire L2i
Zgnd_L2o	m	Global Z coordinate	Ground and road	Ground Z coord under tire L2o	Ground under tire L2o
Zgnd_L3i	m	Global Z coordinate	Ground and road	Ground Z coord under tire L3i	Ground under tire L3i
Zgnd_L3o	m	Global Z coordinate	Ground and road	Ground Z coord under tire L3o	Ground under tire L3o
Zgnd_L4i	m	Global Z coordinate	Ground and road	Ground Z coord under tire L4i	Ground under tire L4i
Zgnd_L4o	m	Global Z coordinate	Ground and road	Ground Z coord under tire L4o	Ground under tire L4o
Zgnd_R1i	m	Global Z coordinate	Ground and road	Ground Z coord under tire R1i	Ground under tire R1i
Zgnd_R1o	m	Global Z coordinate	Ground and road	Ground Z coord under tire R1o	Ground under tire R1o
Zgnd_R2i	m	Global Z coordinate	Ground and road	Ground Z coord under tire R2i	Ground under tire R2i
Zgnd_R2o	m	Global Z coordinate	Ground and road	Ground Z coord under tire R2o	Ground under tire R2o
Zgnd_R3i	m	Global Z coordinate	Ground and road	Ground Z coord under tire R3i	Ground under tire R3i
Zgnd_R3o	m	Global Z coordinate	Ground and road	Ground Z coord under tire R3o	Ground under tire R3o
Zgnd_R4i	m	Global Z coordinate	Ground and road	Ground Z coord under tire R4i	Ground under tire R4i
Zgnd_R4o	m	Global Z coordinate	Ground and road	Ground Z coord under tire R4o	Ground under tire R4o
Zo	m	Global Z coordinate	Chassis motion	Z coordinate, unit 1 origin	Unit 1
Zo_2	m	Global Z coordinate	Chassis motion	Z coordinate, unit 2 origin	Unit 2
Zrd_Air	m	Global Z coordinate	Aerodynamics	Z coord. of road aero ref. 1	Road reference frame 1
Zrd_Air2	m	Global Z coordinate	Aerodynamics	Z coord. of road aero ref. 2	Road reference frame 2
Z_A1	m	Global Z coordinate	Axles	Z coordinate, axle 1	Axle 1
Z_A2	m	Global Z coordinate	Axles	Z coordinate, axle 2	Axle 2
Z_A3	m	Global Z coordinate	Axles	Z coordinate, axle 3	Axle 3
Z_A4	m	Global Z coordinate	Axles	Z coordinate, axle 4	Axle 4
Z_camF	m	Global Z coordinate	Camera	Z coord. of camera front point	Camera front point Z
Z_camR	m	Global Z coordinate	Camera	Z coord. of camera rear point	Camera rear point Z
Z_DM_1	m	Global Z coordinate	Driver model preview	Z coordinate of preview point 1	Driver model preview point 1
Z_DM_10	m	Global Z coordinate	Driver model preview	Z coordinate of preview point 10	Driver model preview point 10
Z_DM_2	m	Global Z coordinate	Driver model preview	Z coordinate of preview point 2	Driver model preview point 2
Z_DM_3	m	Global Z coordinate	Driver model preview	Z coordinate of preview point 3	Driver model preview point 3
Z_DM_4	m	Global Z coordinate	Driver model preview	Z coordinate of preview point 4	Driver model preview point 4
Z_DM_5	m	Global Z coordinate	Driver model preview	Z coordinate of preview point 5	Driver model preview point 5
Z_DM_6	m	Global Z coordinate	Driver model preview	Z coordinate of preview point 6	Driver model preview point 6
Z_DM_7	m	Global Z coordinate	Driver model preview	Z coordinate of preview point 7	Driver model preview point 7
Z_DM_8	m	Global Z coordinate	Driver model preview	Z coordinate of preview point 8	Driver model preview point 8
Z_DM_9	m	Global Z coordinate	Driver model preview	Z coordinate of preview point 9	Driver model preview point 9
Z_L1	m	Global Z coordinate	Wheels	Z coordinate, wheel center L1	Wheel center L1
Z_L2	m	Global Z coordinate	Wheels	Z coordinate, wheel center L2	Wheel center L2
Z_L3	m	Global Z coordinate	Wheels	Z coordinate, wheel center L3	Wheel center L3
Z_L4	m	Global Z coordinate	Wheels	Z coordinate, wheel center L4	Wheel center L4
Z_Obj_1	m	Z coordinate	Targets	Z coordinate of moving object 1	Moving object 1
Z_Obj_10	m	Z coordinate	Targets	Z coordinate of moving object 10	Moving object 10
Z_Obj_2	m	Z coordinate	Targets	Z coordinate of moving object 2	Moving object 2
Z_Obj_3	m	Z coordinate	Targets	Z coordinate of moving object 3	Moving object 3
Z_Obj_4	m	Z coordinate	Targets	Z coordinate of moving object 4	Moving object 4
Z_Obj_5	m	Z coordinate	Targets	Z coordinate of moving object 5	Moving object 5
Z_Obj_6	m	Z coordinate	Targets	Z coordinate of moving object 6	Moving object 6
Z_Obj_7	m	Z coordinate	Targets	Z coordinate of moving object 7	Moving object 7
Z_Obj_8	m	Z coordinate	Targets	Z coordinate of moving object 8	Moving object 8
Z_Obj_9	m	Z coordinate	Targets	Z coordinate of moving object 9	Moving object 9
Z_R1	m	Global Z coordinate	Wheels	Z coordinate, wheel center R1	Wheel center R1
Z_R2	m	Global Z coordinate	Wheels	Z coordinate, wheel center R2	Wheel center R2
Z_R3	m	Global Z coordinate	Wheels	Z coordinate, wheel center R3	Wheel center R3
Z_R4	m	Global Z coordinate	Wheels	Z coordinate, wheel center R4	Wheel center R4
Z_Shadow	m	Global Z coordinate	Ground and road	Z coordinate, vehicle shadow 1	Road reference frame 1
Z_Shad_2	m	Global Z coordinate	Ground and road	Z coordinate, vehicle shadow 2	Road reference frame 2
